model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,price_per_mile
x4,2020,48993,semi-auto,500,petrol,145,26.9,3.0,6,97.986
z4,2020,33993,semi-auto,603,petrol,145,38.7,2.0,6,56.37313432835821
2 series,2019,20450,semi-auto,3422,diesel,145,65.7,2.0,7,5.9760374050263
3 series,2019,22480,manual,5567,diesel,145,56.5,2.0,7,4.038081552002874
3 series,2019,24475,semi-auto,12991,diesel,145,48.7,2.0,7,1.8839966130397967
7 series,2019,51990,semi-auto,4279,diesel,145,41.5,3.0,7,12.150035054919373
4 series,2019,24940,semi-auto,112,petrol,145,45.6,2.0,7,222.67857142857142
2 series,2019,23980,manual,110,diesel,145,60.1,2.0,7,218.0
3 series,2013,11430,semi-auto,36578,petrol,160,44.8,2.0,13,0.3124829132265296
1 series,2016,18998,manual,13857,petrol,260,36.2,3.0,10,1.3710038247816987
3 series,2019,28998,manual,7441,diesel,150,54.3,2.0,7,3.897056847197957
3 series,2018,17998,semi-auto,54762,petrol,150,48.7,2.0,8,0.32865855885468026
x1,2016,19998,semi-auto,11927,diesel,150,55.4,2.0,10,1.6766999245409575
3 series,2019,17480,semi-auto,20410,petrol,150,48.7,2.0,7,0.8564429201371877
4 series,2018,17980,semi-auto,27120,petrol,150,48.7,2.0,8,0.6629793510324484
4 series,2017,23290,semi-auto,28893,diesel,145,50.4,3.0,9,0.8060775966497076
5 series,2020,36993,semi-auto,500,hybrid,145,49.6,2.0,6,73.986
5 series,2016,18656,semi-auto,25695,diesel,160,51.4,3.0,10,0.7260556528507491
x5,2016,29570,automatic,33541,diesel,200,47.1,3.0,10,0.881607584747026
3 series,2016,20391,semi-auto,27547,diesel,150,53.3,3.0,10,0.7402257959124405
5 series,2017,22430,semi-auto,11333,diesel,150,65.7,2.0,9,1.979175858113474
x1,2017,19371,semi-auto,21293,diesel,150,60.1,2.0,9,0.9097355938571361
4 series,2019,24390,semi-auto,6018,petrol,145,45.6,2.0,7,4.05284147557328
3 series,2018,22110,semi-auto,26309,diesel,145,51.4,3.0,8,0.8403968223801741
4 series,2019,26190,semi-auto,7350,petrol,145,48.7,2.0,7,3.563265306122449
1 series,2017,20990,semi-auto,17774,petrol,200,39.8,3.0,9,1.1809384494205017
1 series,2016,17890,manual,26193,petrol,260,36.2,3.0,10,0.6830069102431947
4 series,2017,23760,semi-auto,17329,diesel,160,50.4,3.0,9,1.3711120087714237
2 series,2019,22600,semi-auto,3574,diesel,145,48.7,2.0,7,6.323447118074986
1 series,2019,24500,manual,4064,diesel,145,57.7,1.5,7,6.028543307086614
3 series,2015,15541,semi-auto,79978,diesel,160,51.4,3.0,11,0.19431593688264273
1 series,2018,15291,semi-auto,19062,diesel,150,44.1,2.0,8,0.8021718602455147
1 series,2016,12741,manual,23114,diesel,20,68.9,2.0,10,0.5512243661849962
1 series,2016,14991,semi-auto,17236,diesel,20,68.9,1.5,10,0.8697493618008819
1 series,2017,18471,semi-auto,8500,petrol,150,47.9,2.0,9,2.173058823529412
3 series,2017,22290,semi-auto,19462,diesel,145,56.5,3.0,9,1.145308806905765
2 series,2019,18495,semi-auto,4568,diesel,145,52.3,2.0,7,4.048817863397548
4 series,2017,22990,semi-auto,29607,diesel,160,50.4,3.0,9,0.7765055561184855
1 series,2019,26390,semi-auto,3667,petrol,145,40.4,1.5,7,7.196618489228252
2 series,2019,23290,semi-auto,2801,petrol,145,47.9,2.0,7,8.314887540164227
4 series,2019,30991,semi-auto,4762,petrol,145,41.5,3.0,7,6.507979840403192
x3,2019,33980,semi-auto,1962,diesel,150,54.3,2.0,7,17.319062181447503
4 series,2019,24490,semi-auto,7604,diesel,150,65.7,2.0,7,3.220673329826407
4 series,2019,25490,semi-auto,6782,petrol,150,48.7,2.0,7,3.7584783249778826
4 series,2019,27290,semi-auto,4476,diesel,145,58.9,2.0,7,6.096961572832886
x1,2019,30990,semi-auto,7250,diesel,145,36.7,2.0,7,4.27448275862069
x2,2019,27990,semi-auto,4362,petrol,145,39.2,2.0,7,6.4167812929848695
4 series,2018,20590,semi-auto,30000,petrol,150,48.7,2.0,8,0.6863333333333334
4 series,2018,20590,semi-auto,16500,petrol,150,48.7,2.0,8,1.2478787878787878
x4,2019,37990,semi-auto,9168,diesel,150,40.9,3.0,7,4.143760907504363
x4,2019,35990,semi-auto,3098,diesel,150,42.8,2.0,7,11.617172369270497
m4,2015,29490,semi-auto,37724,petrol,325,32.5,3.0,11,0.7817304633654968
4 series,2019,31980,automatic,10,petrol,145,45.6,2.0,7,3198.0
3 series,2019,25980,semi-auto,3317,diesel,145,52.3,2.0,7,7.8323786554115165
x5,2019,51000,semi-auto,3536,petrol,145,27.2,3.0,7,14.423076923076923
m4,2019,46000,semi-auto,1501,petrol,145,32.5,3.0,7,30.646235842771485
5 series,2019,28790,semi-auto,5432,diesel,145,60.1,2.0,7,5.3000736377025035
5 series,2019,26400,semi-auto,4237,petrol,145,50.4,2.0,7,6.230823696011329
7 series,2019,52490,semi-auto,3200,diesel,145,44.1,3.0,7,16.403125
x1,2015,17291,semi-auto,29135,diesel,125,57.6,2.0,11,0.5934786339454264
3 series,2015,12567,automatic,24619,diesel,20,74.3,2.0,11,0.5104594012754377
3 series,2017,15460,semi-auto,24628,petrol,145,47.9,2.0,9,0.62774078284879
1 series,2016,18951,semi-auto,38478,petrol,200,39.8,3.0,10,0.49251520349290506
5 series,2014,10270,automatic,71302,diesel,30,62.8,2.0,12,0.14403523042831898
3 series,2015,9802,manual,61887,diesel,30,62.8,2.0,11,0.15838544443905828
2 series,2018,16347,manual,11141,petrol,145,42.2,1.5,8,1.4672830087065794
3 series,2016,17498,semi-auto,28897,diesel,145,54.3,3.0,10,0.6055299858116759
x5,2016,27980,automatic,31664,diesel,160,50.4,2.0,10,0.8836533602829711
x4,2017,26491,semi-auto,30485,diesel,150,47.9,3.0,9,0.8689847465966869
4 series,2016,17340,semi-auto,33011,diesel,30,65.7,2.0,10,0.5252794523037775
3 series,2019,35230,semi-auto,4602,hybrid,135,8.8,2.0,7,7.655367231638418
x6,2018,37980,semi-auto,11188,diesel,150,40.9,3.0,8,3.3947086163746873
x3,2019,41980,semi-auto,6501,diesel,150,36.7,3.0,7,6.457468081833564
3 series,2019,29980,semi-auto,8127,diesel,145,48.7,2.0,7,3.6889381075427585
5 series,2019,30980,automatic,3718,diesel,145,62.8,2.0,7,8.332436793975255
x5,2019,49980,automatic,3951,diesel,145,37.7,3.0,7,12.649962034927867
x1,2019,25480,semi-auto,5163,petrol,145,39.2,2.0,7,4.935115243075731
x2,2019,28980,automatic,1325,petrol,145,39.2,2.0,7,21.871698113207547
4 series,2016,19480,semi-auto,52783,petrol,235,38.2,3.0,10,0.36905821950249135
x1,2016,17980,semi-auto,28322,diesel,125,57.6,2.0,10,0.6348421721629829
1 series,2016,14990,manual,10937,diesel,30,65.7,2.0,10,1.3705769406601445
x1,2017,20991,semi-auto,25839,petrol,160,44.8,2.0,9,0.8123766399628468
1 series,2016,19290,semi-auto,21132,petrol,235,37.7,3.0,10,0.9128336172629188
2 series,2016,15690,semi-auto,18586,petrol,125,51.4,1.5,10,0.8441837942537394
x3,2019,32660,semi-auto,6962,diesel,145,48.7,3.0,7,4.691180695202528
m4,2015,29997,semi-auto,20100,petrol,300,34.0,3.0,11,1.4923880597014925
1 series,2019,20980,manual,4630,petrol,145,44.1,1.5,7,4.531317494600432
1 series,2019,17980,semi-auto,10672,diesel,145,74.3,2.0,7,1.684782608695652
x3,2015,19980,semi-auto,37790,diesel,150,54.3,2.0,11,0.5287112992855253
7 series,2019,47980,semi-auto,12038,diesel,150,44.1,3.0,7,3.985711912277787
x3,2019,32980,semi-auto,1961,diesel,150,54.3,2.0,7,16.817950025497197
5 series,2019,31480,semi-auto,4659,diesel,150,60.1,3.0,7,6.756814767117407
x1,2013,12680,manual,32543,petrol,200,40.9,2.0,13,0.3896383246781182
1 series,2016,16480,semi-auto,20308,petrol,145,47.9,1.6,10,0.8115028560173331
x1,2019,27980,semi-auto,5845,diesel,145,50.4,2.0,7,4.786997433704021
3 series,2019,29480,manual,2802,diesel,145,54.3,2.0,7,10.521056388294076
5 series,2017,24480,semi-auto,26971,diesel,145,62.8,2.0,9,0.9076415409143154
2 series,2020,20980,manual,10,petrol,145,52.3,1.5,6,2098.0
1 series,2016,14480,semi-auto,37529,diesel,20,68.9,1.5,10,0.3858349543020064
x4,2019,36980,semi-auto,2740,diesel,145,42.8,2.0,7,13.496350364963504
5 series,2019,31490,semi-auto,2019,petrol,150,48.7,2.0,7,15.59683011391778
3 series,2019,27480,semi-auto,9155,petrol,145,41.5,2.0,7,3.001638448935008
x1,2019,26490,semi-auto,9113,diesel,145,50.4,2.0,7,2.906836387578185
3 series,2020,31980,semi-auto,10,diesel,145,50.4,2.0,6,3198.0
x5,2019,56980,semi-auto,11449,diesel,145,33.6,3.0,7,4.97685387370076
m2,2019,45980,semi-auto,1287,petrol,145,29.1,3.0,7,35.72649572649573
x2,2019,31980,semi-auto,1151,diesel,145,50.4,2.0,7,27.78453518679409
6 series,2019,33980,semi-auto,10813,diesel,145,53.3,3.0,7,3.1425136409877
3 series,2019,27480,semi-auto,6113,petrol,145,42.2,2.0,7,4.495337804678554
x3,2019,36490,automatic,5277,diesel,145,48.7,3.0,7,6.9149137767671025
x5,2019,47980,automatic,8548,diesel,145,37.7,3.0,7,5.613008890968648
1 series,2019,19480,automatic,6993,diesel,145,67.3,2.0,7,2.7856427856427857
x5,2019,46980,automatic,5073,diesel,145,37.7,3.0,7,9.260792430514488
4 series,2019,23480,automatic,5738,diesel,145,65.7,2.0,7,4.092018124782154
x5,2019,46980,semi-auto,8371,diesel,145,37.7,3.0,7,5.61223270815912
1 series,2019,20990,automatic,7990,diesel,145,65.7,2.0,7,2.6270337922403004
4 series,2019,25990,automatic,6519,diesel,145,58.9,2.0,7,3.986807792606228
3 series,2016,14250,manual,27779,diesel,30,64.2,2.0,10,0.5129774289931243
3 series,2016,17647,automatic,20793,diesel,145,56.5,3.0,10,0.8486990814216323
3 series,2015,18907,automatic,27649,petrol,260,36.7,3.0,11,0.6838221997178922
x1,2018,21947,automatic,7283,petrol,145,39.2,2.0,8,3.0134559934093095
z4,2020,32490,semi-auto,10,petrol,145,37.2,2.0,6,3249.0
x2,2020,24990,semi-auto,10,diesel,145,47.9,2.0,6,2499.0
2 series,2020,20980,semi-auto,10,petrol,145,50.4,1.5,6,2098.0
1 series,2018,17980,manual,8067,petrol,145,52.3,1.5,8,2.228833519276063
1 series,2017,15490,semi-auto,28646,diesel,145,68.9,2.0,9,0.540738672065908
5 series,2017,25980,semi-auto,15856,petrol,200,39.2,3.0,9,1.6384964682139254
x1,2017,20980,semi-auto,21330,petrol,160,44.8,2.0,9,0.9835911861228317
4 series,2015,17980,semi-auto,35255,petrol,160,44.1,2.0,11,0.5099985817614523
1 series,2017,18480,manual,39201,petrol,150,36.2,3.0,9,0.47141654549628836
x1,2019,26480,semi-auto,3737,petrol,150,48.7,2.0,7,7.085897778967086
4 series,2019,23480,semi-auto,7107,petrol,150,48.7,2.0,7,3.303785000703532
x1,2017,20980,semi-auto,31630,diesel,150,55.4,2.0,9,0.6632943408156813
x6,2015,26980,semi-auto,51447,diesel,205,47.1,3.0,11,0.5244231928003577
4 series,2018,24990,semi-auto,16790,diesel,150,60.1,2.0,8,1.4883859440142941
3 series,2017,16690,manual,14348,petrol,150,48.7,2.0,9,1.1632283245051576
1 series,2013,8990,manual,37233,petrol,150,49.6,1.6,13,0.241452474955013
4 series,2018,18797,manual,9788,diesel,145,62.8,2.0,8,1.9204127503064978
4 series,2018,18997,manual,8269,diesel,145,62.8,2.0,8,2.2973757407183455
4 series,2014,11870,semi-auto,77209,diesel,125,60.1,2.0,12,0.15373855379554197
5 series,2014,14090,semi-auto,62890,diesel,160,51.4,3.0,12,0.2240419780569248
1 series,2016,9891,manual,49811,diesel,0,83.1,1.5,10,0.1985705968561161
6 series,2020,37980,semi-auto,11,diesel,145,53.3,3.0,6,3452.7272727272725
3 series,2019,27490,semi-auto,13994,petrol,145,42.2,2.0,7,1.9644133199942833
3 series,2015,15980,semi-auto,30569,diesel,30,62.8,2.0,11,0.5227518073865681
x1,2019,27980,semi-auto,3782,petrol,145,48.7,2.0,7,7.398202009518773
x1,2016,18187,automatic,21225,diesel,125,57.6,2.0,10,0.8568669022379269
x5,2014,23980,automatic,51252,diesel,200,45.6,3.0,12,0.4678841801295559
6 series,2020,34490,semi-auto,5,petrol,145,42.8,2.0,6,6898.0
3 series,2016,13980,semi-auto,40146,petrol,145,47.9,2.0,10,0.34822896428037664
1 series,2019,20980,manual,3483,petrol,145,44.1,1.5,7,6.023542922767729
3 series,2019,26980,semi-auto,5966,diesel,145,52.3,2.0,7,4.522292993630574
3 series,2019,24480,semi-auto,5776,diesel,145,55.4,2.0,7,4.238227146814404
x2,2019,28490,semi-auto,4161,diesel,145,58.9,2.0,7,6.8469118000480655
x1,2019,26480,semi-auto,2372,petrol,150,48.7,2.0,7,11.163575042158516
x2,2019,27980,semi-auto,3690,petrol,150,39.2,2.0,7,7.582655826558265
x1,2016,16150,semi-auto,36956,diesel,30,65.7,2.0,10,0.4370061694988635
1 series,2018,16991,manual,27500,diesel,150,62.8,2.0,8,0.6178545454545454
x1,2016,14991,manual,21242,diesel,20,68.9,2.0,10,0.7057245080500895
x1,2017,22491,semi-auto,16578,diesel,150,57.6,2.0,9,1.3566775244299674
5 series,2017,24171,semi-auto,10131,diesel,125,60.1,2.0,9,2.3858454249333727
3 series,2017,16891,manual,17907,petrol,150,43.5,2.0,9,0.9432624113475178
2 series,2020,20980,semi-auto,9,petrol,150,50.4,1.5,6,2331.1111111111113
3 series,2020,32450,semi-auto,104,petrol,150,40.4,2.0,6,312.0192307692308
1 series,2019,32990,semi-auto,3883,petrol,145,34.5,2.0,7,8.496008241050735
5 series,2019,34990,semi-auto,3425,diesel,145,60.1,2.0,7,10.216058394160584
3 series,2016,14920,automatic,59695,diesel,145,56.5,3.0,10,0.24993718066839768
3 series,2016,13207,automatic,32672,petrol,125,51.4,1.5,10,0.40422992164544563
3 series,2017,17710,automatic,45646,diesel,145,56.5,3.0,9,0.38798580379441794
x1,2018,23310,automatic,12857,diesel,145,60.1,2.0,8,1.813020144668274
4 series,2015,16514,semi-auto,33802,diesel,30,65.7,2.0,11,0.48855097331518843
1 series,2016,13553,manual,17787,petrol,125,52.3,1.5,10,0.7619609827402035
x4,2019,37980,semi-auto,1852,diesel,145,40.4,3.0,7,20.50755939524838
5 series,2020,34840,semi-auto,105,hybrid,145,44.8,2.0,6,331.8095238095238
x4,2019,35480,semi-auto,7414,diesel,145,42.8,2.0,7,4.785540868626922
5 series,2015,18995,semi-auto,15804,diesel,160,50.4,3.0,11,1.2019109086307265
x1,2016,17195,manual,18960,diesel,125,60.1,2.0,10,0.9069092827004219
3 series,2017,15995,automatic,24624,petrol,145,51.4,2.0,9,0.6495695256660169
3 series,2015,16350,semi-auto,21000,petrol,160,43.5,2.0,11,0.7785714285714286
2 series,2017,15950,semi-auto,29000,diesel,125,57.6,2.0,9,0.55
3 series,2017,15995,semi-auto,34700,diesel,150,64.2,2.0,9,0.4609510086455331
4 series,2016,17029,automatic,35444,diesel,30,65.7,2.0,10,0.48044803069630965
4 series,2018,18280,manual,17024,petrol,145,46.3,2.0,8,1.0737781954887218
3 series,2016,18080,automatic,22186,petrol,200,43.5,2.0,10,0.8149283331830884
1 series,2017,18690,automatic,26140,diesel,145,61.4,2.0,9,0.7149961744452946
x4,2019,40990,semi-auto,10,diesel,145,40.9,3.0,7,4099.0
x3,2019,34990,automatic,10,diesel,145,54.3,2.0,7,3499.0
x3,2019,37990,semi-auto,3934,diesel,145,54.3,2.0,7,9.656837824097611
3 series,2019,39980,semi-auto,3007,petrol,150,34.9,3.0,7,13.295643498503491
3 series,2017,14990,manual,18452,diesel,30,67.3,2.0,9,0.8123780619986993
2 series,2017,13990,semi-auto,18847,petrol,150,55.4,1.5,9,0.742293203162307
x3,2020,42990,semi-auto,6235,diesel,150,36.7,3.0,6,6.894947874899759
1 series,2020,28990,semi-auto,1129,diesel,150,51.4,2.0,6,25.677590788308237
5 series,2019,26990,semi-auto,13929,diesel,150,65.7,2.0,7,1.937683968698399
x5,2019,51990,semi-auto,102,diesel,150,37.7,3.0,7,509.70588235294116
x5,2019,54995,semi-auto,102,diesel,150,37.7,3.0,7,539.1666666666666
2 series,2020,23990,semi-auto,105,diesel,145,47.1,2.0,6,228.47619047619048
z4,2020,29990,semi-auto,11,petrol,145,38.7,2.0,6,2726.3636363636365
3 series,2020,28990,semi-auto,14,diesel,145,50.4,2.0,6,2070.714285714286
5 series,2020,27980,semi-auto,105,hybrid,145,52.3,2.0,6,266.4761904761905
5 series,2020,28990,semi-auto,103,petrol,145,50.4,2.0,6,281.45631067961165
3 series,2018,18500,semi-auto,30749,diesel,145,60.1,2.0,8,0.6016455819701454
1 series,2018,14724,manual,24676,diesel,145,62.8,2.0,8,0.59669314313503
2 series,2014,17998,semi-auto,17787,petrol,260,37.2,3.0,12,1.0118625962781806
3 series,2019,29998,semi-auto,8421,diesel,150,52.3,2.0,7,3.562284764279777
4 series,2019,24490,automatic,4469,petrol,145,48.7,2.0,7,5.479973148355337
2 series,2019,19490,manual,5512,petrol,145,42.8,1.5,7,3.535921625544267
2 series,2019,18480,manual,10250,petrol,145,42.2,1.5,7,1.8029268292682927
4 series,2018,21980,semi-auto,10030,diesel,145,65.7,2.0,8,2.1914257228315055
2 series,2020,20980,semi-auto,13,petrol,145,50.4,1.5,6,1613.8461538461538
m4,2019,49980,semi-auto,934,petrol,150,34.0,3.0,7,53.5117773019272
1 series,2016,18990,semi-auto,11538,petrol,200,39.8,3.0,10,1.6458658346333854
3 series,2019,24990,manual,3271,diesel,145,64.2,2.0,7,7.639865484561296
x5,2019,49990,semi-auto,102,diesel,150,37.7,3.0,7,490.0980392156863
2 series,2015,15980,semi-auto,38403,diesel,125,58.9,2.0,11,0.4161133244798583
3 series,2020,24990,manual,101,diesel,150,56.5,2.0,6,247.4257425742574
5 series,2020,33850,semi-auto,103,hybrid,150,44.8,2.0,6,328.6407766990291
3 series,2015,15990,semi-auto,46486,petrol,150,48.7,2.0,11,0.3439745299660113
x2,2020,34990,semi-auto,103,petrol,150,34.0,2.0,6,339.70873786407765
z4,2020,34990,semi-auto,101,petrol,150,37.2,2.0,6,346.43564356435644
4 series,2016,15990,semi-auto,39024,diesel,30,65.7,2.0,10,0.40974784747847476
4 series,2018,21850,semi-auto,29101,diesel,145,65.7,2.0,8,0.750833304697433
1 series,2019,21990,manual,1834,diesel,145,56.5,2.0,7,11.990185387131952
2 series,2017,17450,manual,22661,diesel,150,62.8,1.5,9,0.7700454525396054
x3,2019,35990,semi-auto,21767,petrol,150,34.5,3.0,7,1.65342031515597
1 series,2020,23990,manual,3399,diesel,150,53.3,2.0,6,7.057958223006767
5 series,2020,27990,semi-auto,105,hybrid,145,49.6,2.0,6,266.57142857142856
3 series,2020,23990,manual,105,diesel,145,56.5,2.0,6,228.47619047619048
4 series,2020,24490,semi-auto,105,diesel,145,65.7,2.0,6,233.23809523809524
5 series,2020,28990,semi-auto,103,hybrid,145,62.8,2.0,6,281.45631067961165
3 series,2019,28750,semi-auto,3858,diesel,145,52.3,2.0,7,7.452047693105236
5 series,2014,12995,semi-auto,38094,diesel,30,62.8,2.0,12,0.3411298367196934
x1,2016,14990,manual,31915,diesel,20,68.9,2.0,10,0.46968510104966316
4 series,2015,15780,manual,33636,diesel,145,55.4,2.0,11,0.4691402069211559
5 series,2020,26990,semi-auto,104,petrol,145,50.4,2.0,6,259.5192307692308
5 series,2019,26790,semi-auto,9535,diesel,145,65.7,2.0,7,2.809648662821185
4 series,2015,16980,semi-auto,27142,diesel,30,65.7,2.0,11,0.6255987031169405
1 series,2016,12990,manual,37179,diesel,30,65.7,2.0,10,0.3493907851206326
x2,2020,25990,semi-auto,101,petrol,145,40.4,2.0,6,257.3267326732673
3 series,2020,31490,semi-auto,105,diesel,145,51.4,2.0,6,299.9047619047619
m4,2020,47950,semi-auto,105,petrol,145,32.5,3.0,6,456.6666666666667
1 series,2019,23780,semi-auto,5831,petrol,145,40.4,1.5,7,4.078202709655291
3 series,2020,22990,manual,101,diesel,145,58.9,2.0,6,227.62376237623764
z4,2020,30990,semi-auto,105,petrol,145,38.7,2.0,6,295.14285714285717
x2,2020,26450,semi-auto,2095,petrol,145,40.4,2.0,6,12.625298329355608
4 series,2019,23995,semi-auto,2129,petrol,145,45.6,2.0,7,11.270549553781118
m4,2019,42485,semi-auto,5486,petrol,145,34.0,3.0,7,7.7442581115566895
6 series,2016,26580,semi-auto,15668,petrol,260,35.8,3.0,10,1.696451365841205
x5,2019,50990,semi-auto,4729,diesel,145,37.7,3.0,7,10.782406428420385
4 series,2018,22440,semi-auto,18501,petrol,145,48.7,2.0,8,1.2129074104102482
3 series,2019,23980,semi-auto,6251,diesel,145,62.8,2.0,7,3.836186210206367
4 series,2019,23750,semi-auto,2791,petrol,145,45.6,2.0,7,8.509494804729488
2 series,2020,23990,semi-auto,1743,petrol,150,50.4,1.5,6,13.76362593230063
x2,2020,23990,semi-auto,1576,petrol,150,38.7,2.0,6,15.222081218274111
3 series,2019,27450,manual,2039,diesel,145,54.3,2.0,7,13.462481608631682
3 series,2019,28990,manual,104,diesel,145,54.3,2.0,7,278.75
x1,2019,27490,manual,105,diesel,145,40.4,2.0,7,261.8095238095238
z4,2020,30990,semi-auto,101,petrol,145,38.7,2.0,6,306.83168316831683
x4,2020,45990,semi-auto,7724,diesel,145,37.2,3.0,6,5.954168824443293
3 series,2020,37990,semi-auto,5875,diesel,145,45.6,3.0,6,6.466382978723404
x6,2020,55890,semi-auto,3340,diesel,145,34.9,3.0,6,16.733532934131738
4 series,2019,24990,semi-auto,102,diesel,145,65.7,2.0,7,245.0
2 series,2019,20950,semi-auto,11757,petrol,145,47.9,2.0,7,1.7819171557370077
1 series,2019,15990,manual,10069,diesel,145,72.4,1.5,7,1.5880425067037442
x2,2018,23450,semi-auto,11594,diesel,145,58.9,2.0,8,2.0225978954631705
5 series,2017,22990,semi-auto,15985,diesel,150,65.7,2.0,9,1.4382233343759774
1 series,2017,21980,semi-auto,16718,petrol,150,39.8,3.0,9,1.3147505682497906
x3,2020,37990,semi-auto,6992,diesel,150,54.3,2.0,6,5.433352402745996
x6,2017,32990,semi-auto,19311,diesel,150,47.1,3.0,9,1.708352752317332
m2,2020,44995,semi-auto,101,petrol,150,29.1,3.0,6,445.4950495049505
3 series,2019,24950,automatic,1241,diesel,145,62.8,2.0,7,20.104754230459307
x5,2019,44875,automatic,11918,diesel,145,37.7,3.0,7,3.7653129719751637
3 series,2019,28950,semi-auto,4416,diesel,145,52.3,2.0,7,6.555706521739131
3 series,2019,24990,manual,4697,diesel,145,64.2,2.0,7,5.320417287630402
x3,2018,29980,semi-auto,5458,diesel,145,56.5,2.0,8,5.492854525467204
m4,2019,48940,semi-auto,13,petrol,145,32.5,3.0,7,3764.6153846153848
z4,2020,33850,semi-auto,103,petrol,145,37.2,2.0,6,328.6407766990291
x2,2020,24850,semi-auto,101,diesel,145,52.3,2.0,6,246.03960396039605
5 series,2020,26990,semi-auto,102,petrol,145,52.3,2.0,6,264.6078431372549
5 series,2020,29990,semi-auto,103,hybrid,145,60.1,2.0,6,291.1650485436893
3 series,2019,24640,semi-auto,5627,petrol,145,47.9,2.0,7,4.378887506664297
5 series,2019,26350,semi-auto,8351,diesel,145,65.7,2.0,7,3.1553107412285955
5 series,2019,26350,semi-auto,6360,diesel,145,65.7,2.0,7,4.1430817610062896
5 series,2019,26350,semi-auto,12241,diesel,145,65.7,2.0,7,2.152601911608529
4 series,2019,24975,semi-auto,7670,diesel,145,65.7,2.0,7,3.25619295958279
x2,2019,24890,semi-auto,3616,diesel,145,61.4,2.0,7,6.883296460176991
